final_train_loss,final_val_loss,best_val_loss,best_epoch,total_epochs,training_time_seconds,train_loss_mean,train_loss_std,val_loss_mean,val_loss_std,convergence_epoch,early_stopping_triggered,overfitting_detected,generalization_gap,reconstruction_error_stats_mean,reconstruction_error_stats_std,reconstruction_error_stats_min,reconstruction_error_stats_max,reconstruction_error_stats_percentile_95,reconstruction_error_stats_percentile_99,anomaly_detection_threshold,validation_accuracy_estimate,loss_variance,gradient_norm_stats,learning_rate_schedule
1.4262515191894845,2.2261285837132867,2.073468057850534,44,53,1.0,2.2536205714093533,0.5555749186452905,2.4215515420568954,0.19456932656642278,,False,False,0.7998770645238023,0.22570831921610832,0.06771249576483249,0.022570831921610832,1.1285415960805416,0.45141663843221663,0.6771249576483249,0.45141663843221663,0.012199031214413347,0.004077913556594131,,[]
