final_train_loss,final_val_loss,best_val_loss,best_epoch,total_epochs,training_time_seconds,train_loss_mean,train_loss_std,val_loss_mean,val_loss_std,convergence_epoch,early_stopping_triggered,overfitting_detected,generalization_gap,reconstruction_error_stats_mean,reconstruction_error_stats_std,reconstruction_error_stats_min,reconstruction_error_stats_max,reconstruction_error_stats_percentile_95,reconstruction_error_stats_percentile_99,anomaly_detection_threshold,validation_accuracy_estimate,loss_variance,gradient_norm_stats,learning_rate_schedule
1.012017040797042,1.826859616439892,1.6695258012842615,32,55,83816.41323829547,1.8389987805535193,0.5821760060486743,1.9169007714172308,0.10160731364792844,,False,False,0.8148425756428501,0.1485882076574184,0.04457646229722552,0.01485882076574184,0.742941038287092,0.2971764153148368,0.44576462297225516,0.2971764153148368,0.006600963655872261,0.004241478222739842,,[]
