final_train_loss,final_val_loss,best_val_loss,best_epoch,total_epochs,training_time_seconds,train_loss_mean,train_loss_std,val_loss_mean,val_loss_std,convergence_epoch,early_stopping_triggered,overfitting_detected,generalization_gap,reconstruction_error_stats_mean,reconstruction_error_stats_std,reconstruction_error_stats_min,reconstruction_error_stats_max,reconstruction_error_stats_percentile_95,reconstruction_error_stats_percentile_99,anomaly_detection_threshold,validation_accuracy_estimate,loss_variance,gradient_norm_stats,learning_rate_schedule
2.2014398906679897,2.8111714866512156,2.0424521696947107,1,20,4.0,2.52679236191324,0.2819635571108947,2.5065477647409056,0.19553183587713557,,False,False,0.6097315959832259,0.27989289564043873,0.08396786869213162,0.027989289564043875,1.3994644782021937,0.5597857912808775,0.8396786869213162,0.5597857912808775,0.0,0.010260677049362902,,[]
