final_train_loss,final_val_loss,best_val_loss,best_epoch,total_epochs,training_time_seconds,train_loss_mean,train_loss_std,val_loss_mean,val_loss_std,convergence_epoch,early_stopping_triggered,overfitting_detected,generalization_gap,reconstruction_error_stats_mean,reconstruction_error_stats_std,reconstruction_error_stats_min,reconstruction_error_stats_max,reconstruction_error_stats_percentile_95,reconstruction_error_stats_percentile_99,anomaly_detection_threshold,validation_accuracy_estimate,loss_variance,gradient_norm_stats,learning_rate_schedule
2.813997440408623,2.688951296904266,2.6724119403162323,33,38,13024.163424600622,3.292905209811403,0.3076763138282674,3.0294562932445013,0.2040971448528181,,False,False,-0.12504614350435705,0.06154314952570881,0.018462944857712642,0.006154314952570881,0.30771574762854403,0.12308629905141762,0.18462944857712643,0.12308629905141762,0.18341065849925509,0.005664623662358069,,[]
