final_train_loss,final_val_loss,best_val_loss,best_epoch,total_epochs,training_time_seconds,train_loss_mean,train_loss_std,val_loss_mean,val_loss_std,convergence_epoch,early_stopping_triggered,overfitting_detected,generalization_gap,reconstruction_error_stats_mean,reconstruction_error_stats_std,reconstruction_error_stats_min,reconstruction_error_stats_max,reconstruction_error_stats_percentile_95,reconstruction_error_stats_percentile_99,anomaly_detection_threshold,validation_accuracy_estimate,loss_variance,gradient_norm_stats,learning_rate_schedule
0.5003744194541092,0.8181653100450723,0.7965847374698117,52,57,1.0,0.9568376651860006,0.30543548367708023,0.9303783929928431,0.08977448258545036,,False,False,0.3177908905909631,0.5254956536346156,0.15764869609038468,0.05254956536346156,2.627478268173078,1.0509913072692312,1.5764869609038468,1.0509913072692312,0.14492777634748688,0.0004588387321802764,,[]
