final_train_loss,final_val_loss,best_val_loss,best_epoch,total_epochs,training_time_seconds,train_loss_mean,train_loss_std,val_loss_mean,val_loss_std,convergence_epoch,early_stopping_triggered,overfitting_detected,generalization_gap,reconstruction_error_stats_mean,reconstruction_error_stats_std,reconstruction_error_stats_min,reconstruction_error_stats_max,reconstruction_error_stats_percentile_95,reconstruction_error_stats_percentile_99,anomaly_detection_threshold,validation_accuracy_estimate,loss_variance,gradient_norm_stats,learning_rate_schedule
0.8050945358322961,1.6306345733798508,1.6036789060956054,70,82,75856.87106437414,1.7291278069237417,0.6624641557348165,2.0660000308282642,0.32929603619145437,,False,False,0.8255400375475548,0.36028811845049397,0.10808643553514818,0.0360288118450494,1.8014405922524699,0.7205762369009879,1.0808643553514818,0.7205762369009879,0.05696122238593704,0.00463539559789094,,[]
